event_id,user_id,event_name,event_timestamp,platform,country
EVT000101,USR0021,start_session,2026-01-04 12:54:42,Android,United Kingdom
EVT000102,USR0012,login,2026-01-04 13:08:49,iOS,United Kingdom
EVT000103,USR0010,complete_session,2026-01-04 13:11:20,iOS,United Kingdom
EVT000104,USR0021,complete_session,2026-01-04 13:40:42,Android,United Kingdom
EVT000105,USR0002,login,2026-01-04 14:16:25,iOS,France
EVT000106,USR0002,start_session,2026-01-04 14:27:25,iOS,France
EVT000107,USR0002,complete_session,2026-01-04 15:02:25,iOS,France
EVT000108,USR0020,login,2026-01-04 16:46:49,iOS,Germany
EVT000109,USR0022,signup,2026-01-04 17:16:10,iOS,United Kingdom
EVT000110,USR0014,login,2026-01-04 18:45:41,iOS,Germany
EVT000111,USR0018,signup,2026-01-04 18:51:57,iOS,Netherlands
EVT000112,USR0023,login,2026-01-04 19:11:50,Android,Turkey
EVT000113,USR0007,login,2026-01-04 19:19:29,iOS,Turkey
EVT000114,USR0003,login,2026-01-04 19:20:13,iOS,France
EVT000115,USR0007,start_session,2026-01-04 19:20:29,iOS,Turkey
EVT000116,USR0018,login,2026-01-04 19:22:46,iOS,Netherlands
EVT000117,USR0018,start_session,2026-01-04 19:23:46,iOS,Netherlands
EVT000118,USR0003,start_session,2026-01-04 19:26:13,iOS,France
EVT000119,USR0007,complete_session,2026-01-04 20:01:29,iOS,Turkey
EVT000120,USR0018,complete_session,2026-01-04 20:06:46,iOS,Netherlands
EVT000121,USR0021,login,2026-01-04 20:50:27,Android,United Kingdom
EVT000122,USR0021,start_session,2026-01-04 20:56:27,Android,United Kingdom
EVT000123,USR0021,complete_session,2026-01-04 21:26:27,Android,United Kingdom
EVT000124,USR0008,login,2026-01-04 21:43:51,Android,United Kingdom
EVT000125,USR0008,start_session,2026-01-04 21:44:51,Android,United Kingdom
EVT000126,USR0023,login,2026-01-04 21:45:40,Android,Turkey
EVT000127,USR0023,start_session,2026-01-04 21:56:40,Android,Turkey
EVT000128,USR0008,complete_session,2026-01-04 21:59:51,Android,United Kingdom
EVT000129,USR0004,login,2026-01-04 22:15:29,iOS,United Kingdom
EVT000130,USR0004,start_session,2026-01-04 22:22:29,iOS,United Kingdom
EVT000131,USR0021,signup,2026-01-04 22:24:04,Android,United Kingdom
EVT000132,USR0007,login,2026-01-04 22:29:13,iOS,Turkey
EVT000133,USR0007,start_session,2026-01-04 22:32:13,iOS,Turkey
EVT000134,USR0017,login,2026-01-04 22:39:00,iOS,Germany
EVT000135,USR0023,complete_session,2026-01-04 22:55:40,Android,Turkey
EVT000136,USR0004,complete_session,2026-01-04 23:15:29,iOS,United Kingdom
EVT000137,USR0007,complete_session,2026-01-04 23:32:13,iOS,Turkey
EVT000138,USR0029,login,2026-01-05 07:43:11,iOS,Netherlands
EVT000139,USR0029,start_session,2026-01-05 07:55:11,iOS,Netherlands
EVT000140,USR0026,signup,2026-01-05 08:00:16,Android,Turkey
EVT000141,USR0019,login,2026-01-05 08:18:12,iOS,Turkey
EVT000142,USR0003,login,2026-01-05 08:22:14,iOS,France
EVT000143,USR0003,start_session,2026-01-05 08:33:14,iOS,France
EVT000144,USR0014,login,2026-01-05 08:38:03,iOS,Germany
EVT000145,USR0014,start_session,2026-01-05 08:49:03,iOS,Germany
EVT000146,USR0003,complete_session,2026-01-05 08:49:14,iOS,France
EVT000147,USR0009,login,2026-01-05 09:46:57,iOS,France
EVT000148,USR0009,start_session,2026-01-05 09:50:57,iOS,France
EVT000149,USR0007,login,2026-01-05 10:03:18,iOS,Turkey
EVT000150,USR0009,complete_session,2026-01-05 10:15:57,iOS,France
EVT000151,USR0007,login,2026-01-05 10:20:15,iOS,Turkey
EVT000152,USR0007,start_session,2026-01-05 10:25:15,iOS,Turkey
EVT000153,USR0007,complete_session,2026-01-05 10:49:15,iOS,Turkey
EVT000154,USR0020,login,2026-01-05 11:12:00,iOS,Germany
EVT000155,USR0020,start_session,2026-01-05 11:17:00,iOS,Germany
EVT000156,USR0029,signup,2026-01-05 11:41:59,iOS,Netherlands
EVT000157,USR0006,login,2026-01-05 11:58:22,Android,France
EVT000158,USR0020,complete_session,2026-01-05 12:03:00,iOS,Germany
EVT000159,USR0024,signup,2026-01-05 12:03:17,Android,France
EVT000160,USR0006,start_session,2026-01-05 12:09:22,Android,France
EVT000161,USR0006,complete_session,2026-01-05 12:49:22,Android,France
EVT000162,USR0022,login,2026-01-05 13:39:25,iOS,United Kingdom
EVT000163,USR0022,start_session,2026-01-05 13:47:25,iOS,United Kingdom
EVT000164,USR0015,login,2026-01-05 13:49:46,Android,Turkey
EVT000165,USR0022,complete_session,2026-01-05 14:36:25,iOS,United Kingdom
EVT000166,USR0001,login,2026-01-05 15:51:55,iOS,Turkey
EVT000167,USR0001,start_session,2026-01-05 15:54:55,iOS,Turkey
EVT000168,USR0028,signup,2026-01-05 16:13:05,iOS,Turkey
EVT000169,USR0015,login,2026-01-05 16:28:11,Android,Turkey
EVT000170,USR0001,complete_session,2026-01-05 16:30:55,iOS,Turkey
EVT000171,USR0021,login,2026-01-05 17:35:06,Android,United Kingdom
EVT000172,USR0028,login,2026-01-05 17:48:40,iOS,Turkey
EVT000173,USR0028,start_session,2026-01-05 17:49:40,iOS,Turkey
EVT000174,USR0024,login,2026-01-05 18:03:18,Android,France
EVT000175,USR0024,start_session,2026-01-05 18:14:18,Android,France
EVT000176,USR0007,login,2026-01-05 18:25:08,iOS,Turkey
EVT000177,USR0027,signup,2026-01-05 18:50:30,iOS,Germany
EVT000178,USR0025,signup,2026-01-05 19:36:24,Android,Netherlands
EVT000179,USR0010,login,2026-01-05 19:39:25,iOS,United Kingdom
EVT000180,USR0026,login,2026-01-05 19:42:23,Android,Turkey
EVT000181,USR0010,start_session,2026-01-05 19:45:25,iOS,United Kingdom
EVT000182,USR0026,start_session,2026-01-05 19:51:23,Android,Turkey
EVT000183,USR0013,login,2026-01-05 20:12:52,iOS,United Kingdom
EVT000184,USR0003,login,2026-01-05 20:16:53,iOS,France
EVT000185,USR0026,complete_session,2026-01-05 20:17:23,Android,Turkey
EVT000186,USR0003,start_session,2026-01-05 20:17:53,iOS,France
EVT000187,USR0013,start_session,2026-01-05 20:22:52,iOS,United Kingdom
EVT000188,USR0010,complete_session,2026-01-05 20:29:25,iOS,United Kingdom
EVT000189,USR0013,complete_session,2026-01-05 20:41:52,iOS,United Kingdom
EVT000190,USR0023,login,2026-01-05 20:48:17,Android,Turkey
EVT000191,USR0023,start_session,2026-01-05 20:58:17,Android,Turkey
EVT000192,USR0023,complete_session,2026-01-05 21:26:17,Android,Turkey
EVT000193,USR0012,login,2026-01-05 21:29:20,iOS,United Kingdom
EVT000194,USR0012,start_session,2026-01-05 21:38:20,iOS,United Kingdom
EVT000195,USR0012,complete_session,2026-01-05 22:06:20,iOS,United Kingdom
EVT000196,USR0025,login,2026-01-05 22:06:44,Android,Netherlands
EVT000197,USR0018,login,2026-01-05 22:12:36,iOS,Netherlands
EVT000198,USR0025,start_session,2026-01-05 22:12:44,Android,Netherlands
EVT000199,USR0018,start_session,2026-01-05 22:18:36,iOS,Netherlands
EVT000200,USR0017,login,2026-01-05 22:23:39,iOS,Germany
EVT000201,USR0017,start_session,2026-01-05 22:33:39,iOS,Germany
EVT000202,USR0018,complete_session,2026-01-05 23:02:36,iOS,Netherlands
EVT000203,USR0025,complete_session,2026-01-05 23:09:44,Android,Netherlands
EVT000204,USR0019,login,2026-01-06 07:04:24,iOS,Turkey
EVT000205,USR0019,start_session,2026-01-06 07:15:24,iOS,Turkey
EVT000206,USR0021,login,2026-01-06 07:48:09,Android,United Kingdom
EVT000207,USR0021,start_session,2026-01-06 07:56:09,Android,United Kingdom
EVT000208,USR0021,complete_session,2026-01-06 08:35:09,Android,United Kingdom
EVT000209,USR0015,login,2026-01-06 08:49:59,Android,Turkey
EVT000210,USR0015,start_session,2026-01-06 09:00:59,Android,Turkey
EVT000211,USR0006,login,2026-01-06 09:19:35,Android,France
EVT000212,USR0006,start_session,2026-01-06 09:25:35,Android,France
EVT000213,USR0021,login,2026-01-06 09:38:06,Android,United Kingdom
EVT000214,USR0021,start_session,2026-01-06 09:48:06,Android,United Kingdom
EVT000215,USR0015,complete_session,2026-01-06 09:51:59,Android,Turkey
EVT000216,USR0012,login,2026-01-06 10:05:10,iOS,United Kingdom
EVT000217,USR0015,login,2026-01-06 10:24:02,Android,Turkey
EVT000218,USR0015,start_session,2026-01-06 10:33:02,Android,Turkey
EVT000219,USR0015,complete_session,2026-01-06 10:58:02,Android,Turkey
EVT000220,USR0017,login,2026-01-06 11:03:33,iOS,Germany
EVT000221,USR0032,signup,2026-01-06 12:00:07,Android,Turkey
EVT000222,USR0018,login,2026-01-06 12:04:33,iOS,Netherlands
EVT000223,USR0018,start_session,2026-01-06 12:09:33,iOS,Netherlands
EVT000224,USR0024,login,2026-01-06 12:48:06,Android,France
EVT000225,USR0024,start_session,2026-01-06 12:51:06,Android,France
EVT000226,USR0024,complete_session,2026-01-06 13:26:06,Android,France
EVT000227,USR0015,login,2026-01-06 15:00:21,Android,Turkey
EVT000228,USR0015,start_session,2026-01-06 15:03:21,Android,Turkey
EVT000229,USR0017,login,2026-01-06 15:25:14,iOS,Germany
EVT000230,USR0015,complete_session,2026-01-06 15:38:21,Android,Turkey
EVT000231,USR0024,login,2026-01-06 16:17:43,Android,France
EVT000232,USR0033,signup,2026-01-06 16:18:44,iOS,Germany
EVT000233,USR0024,start_session,2026-01-06 16:23:43,Android,France
EVT000234,USR0028,login,2026-01-06 16:46:27,iOS,Turkey
EVT000235,USR0001,login,2026-01-06 17:06:05,iOS,Turkey
EVT000236,USR0001,start_session,2026-01-06 17:12:05,iOS,Turkey
EVT000237,USR0024,complete_session,2026-01-06 17:15:43,Android,France
EVT000238,USR0013,login,2026-01-06 17:54:17,iOS,United Kingdom
EVT000239,USR0013,start_session,2026-01-06 17:55:17,iOS,United Kingdom
EVT000240,USR0026,login,2026-01-06 17:56:29,Android,Turkey
EVT000241,USR0026,start_session,2026-01-06 18:02:29,Android,Turkey
EVT000242,USR0025,login,2026-01-06 18:27:12,Android,Netherlands
EVT000243,USR0018,login,2026-01-06 18:29:00,iOS,Netherlands
EVT000244,USR0025,start_session,2026-01-06 18:29:12,Android,Netherlands
EVT000245,USR0034,login,2026-01-06 19:13:59,iOS,France
EVT000246,USR0021,login,2026-01-06 19:20:31,Android,United Kingdom
EVT000247,USR0021,start_session,2026-01-06 19:21:31,Android,United Kingdom
EVT000248,USR0034,start_session,2026-01-06 19:24:59,iOS,France
EVT000249,USR0032,login,2026-01-06 19:25:45,Android,Turkey
EVT000250,USR0032,start_session,2026-01-06 19:27:45,Android,Turkey
EVT000251,USR0034,complete_session,2026-01-06 19:41:59,iOS,France
EVT000252,USR0021,complete_session,2026-01-06 19:44:31,Android,United Kingdom
EVT000253,USR0032,complete_session,2026-01-06 19:54:45,Android,Turkey
EVT000254,USR0031,login,2026-01-06 21:22:44,Android,Germany
EVT000255,USR0014,login,2026-01-06 21:24:07,iOS,Germany
EVT000256,USR0031,signup,2026-01-06 21:29:36,Android,Germany
EVT000257,USR0014,start_session,2026-01-06 21:32:07,iOS,Germany
EVT000258,USR0034,signup,2026-01-06 22:18:16,iOS,France
EVT000259,USR0030,signup,2026-01-06 22:30:17,Android,United Kingdom
EVT000260,USR0017,login,2026-01-06 22:34:02,iOS,Germany
EVT000261,USR0017,start_session,2026-01-06 22:41:02,iOS,Germany
EVT000262,USR0014,login,2026-01-07 07:19:26,iOS,Germany
EVT000263,USR0039,login,2026-01-07 07:29:51,Android,Turkey
EVT000264,USR0014,start_session,2026-01-07 07:30:26,iOS,Germany
EVT000265,USR0018,login,2026-01-07 07:39:54,iOS,Netherlands
EVT000266,USR0018,start_session,2026-01-07 07:49:54,iOS,Netherlands
EVT000267,USR0035,signup,2026-01-07 07:50:06,Android,United Kingdom
EVT000268,USR0018,complete_session,2026-01-07 08:08:54,iOS,Netherlands
EVT000269,USR0012,login,2026-01-07 08:13:53,iOS,United Kingdom
EVT000270,USR0025,login,2026-01-07 08:19:36,Android,Netherlands
EVT000271,USR0040,login,2026-01-07 08:22:04,Android,France
EVT000272,USR0025,start_session,2026-01-07 08:23:36,Android,Netherlands
EVT000273,USR0014,complete_session,2026-01-07 08:24:26,iOS,Germany
EVT000274,USR0023,login,2026-01-07 08:32:58,Android,Turkey
EVT000275,USR0023,start_session,2026-01-07 08:33:58,Android,Turkey
EVT000276,USR0025,complete_session,2026-01-07 08:43:36,Android,Netherlands
EVT000277,USR0039,signup,2026-01-07 08:48:54,Android,Turkey
EVT000278,USR0023,complete_session,2026-01-07 09:11:58,Android,Turkey
EVT000279,USR0035,login,2026-01-07 09:12:08,Android,United Kingdom
EVT000280,USR0035,start_session,2026-01-07 09:22:08,Android,United Kingdom
EVT000281,USR0029,login,2026-01-07 09:34:01,iOS,Netherlands
EVT000282,USR0008,login,2026-01-07 09:34:03,Android,United Kingdom
EVT000283,USR0037,signup,2026-01-07 09:36:24,iOS,France
EVT000284,USR0002,login,2026-01-07 10:04:34,iOS,France
EVT000285,USR0002,start_session,2026-01-07 10:09:34,iOS,France
EVT000286,USR0002,complete_session,2026-01-07 10:46:34,iOS,France
EVT000287,USR0005,login,2026-01-07 11:00:22,Android,United Kingdom
EVT000288,USR0003,login,2026-01-07 11:15:08,iOS,France
EVT000289,USR0003,start_session,2026-01-07 11:17:08,iOS,France
EVT000290,USR0024,login,2026-01-07 11:33:18,Android,France
EVT000291,USR0024,start_session,2026-01-07 11:41:18,Android,France
EVT000292,USR0003,complete_session,2026-01-07 11:45:08,iOS,France
EVT000293,USR0024,complete_session,2026-01-07 12:06:18,Android,France
EVT000294,USR0035,login,2026-01-07 12:19:21,Android,United Kingdom
EVT000295,USR0035,start_session,2026-01-07 12:23:21,Android,United Kingdom
EVT000296,USR0007,login,2026-01-07 12:52:20,iOS,Turkey
EVT000297,USR0036,signup,2026-01-07 13:04:46,iOS,United Kingdom
EVT000298,USR0035,complete_session,2026-01-07 13:22:21,Android,United Kingdom
EVT000299,USR0038,signup,2026-01-07 13:29:52,Android,Germany
EVT000300,USR0021,login,2026-01-07 13:43:56,Android,United Kingdom
EVT000301,USR0021,start_session,2026-01-07 13:53:56,Android,United Kingdom
EVT000302,USR0040,signup,2026-01-07 14:31:04,Android,France
EVT000303,USR0005,login,2026-01-07 14:37:20,Android,United Kingdom
EVT000304,USR0005,start_session,2026-01-07 14:42:20,Android,United Kingdom
EVT000305,USR0005,complete_session,2026-01-07 15:23:20,Android,United Kingdom
EVT000306,USR0026,login,2026-01-07 17:02:08,Android,Turkey
EVT000307,USR0026,start_session,2026-01-07 17:07:08,Android,Turkey
EVT000308,USR0007,login,2026-01-07 17:12:48,iOS,Turkey
EVT000309,USR0038,login,2026-01-07 17:13:52,Android,Germany
EVT000310,USR0007,start_session,2026-01-07 17:21:48,iOS,Turkey
EVT000311,USR0038,start_session,2026-01-07 17:22:52,Android,Germany
EVT000312,USR0007,complete_session,2026-01-07 17:55:48,iOS,Turkey
EVT000313,USR0038,complete_session,2026-01-07 17:57:52,Android,Germany
EVT000314,USR0028,login,2026-01-07 18:16:40,iOS,Turkey
EVT000315,USR0028,start_session,2026-01-07 18:18:40,iOS,Turkey
EVT000316,USR0028,complete_session,2026-01-07 19:14:40,iOS,Turkey
EVT000317,USR0023,login,2026-01-07 21:39:02,Android,Turkey
EVT000318,USR0037,login,2026-01-07 21:40:40,iOS,France
EVT000319,USR0023,start_session,2026-01-07 21:42:02,Android,Turkey
EVT000320,USR0029,login,2026-01-07 21:43:07,iOS,Netherlands
EVT000321,USR0022,login,2026-01-07 21:45:16,iOS,United Kingdom
EVT000322,USR0022,start_session,2026-01-07 21:47:16,iOS,United Kingdom
EVT000323,USR0029,start_session,2026-01-07 21:50:07,iOS,Netherlands
EVT000324,USR0007,login,2026-01-07 22:01:05,iOS,Turkey
EVT000325,USR0020,login,2026-01-07 22:15:13,iOS,Germany
EVT000326,USR0022,complete_session,2026-01-07 22:18:16,iOS,United Kingdom
EVT000327,USR0020,start_session,2026-01-07 22:23:13,iOS,Germany
EVT000328,USR0023,complete_session,2026-01-07 22:42:02,Android,Turkey
EVT000329,USR0020,complete_session,2026-01-07 23:06:13,iOS,Germany
EVT000330,USR0041,signup,2026-01-08 07:06:38,Android,Turkey
EVT000331,USR0029,login,2026-01-08 07:07:29,iOS,Netherlands
EVT000332,USR0029,start_session,2026-01-08 07:11:29,iOS,Netherlands
EVT000333,USR0011,login,2026-01-08 07:23:59,iOS,France
EVT000334,USR0011,start_session,2026-01-08 07:30:59,iOS,France
EVT000335,USR0029,complete_session,2026-01-08 07:40:29,iOS,Netherlands
EVT000336,USR0035,login,2026-01-08 07:52:02,Android,United Kingdom
EVT000337,USR0035,start_session,2026-01-08 07:57:02,Android,United Kingdom
EVT000338,USR0008,login,2026-01-08 08:18:26,Android,United Kingdom
EVT000339,USR0008,start_session,2026-01-08 08:21:26,Android,United Kingdom
EVT000340,USR0035,complete_session,2026-01-08 08:38:02,Android,United Kingdom
EVT000341,USR0039,login,2026-01-08 09:03:17,Android,Turkey
EVT000342,USR0040,login,2026-01-08 09:56:35,Android,France
EVT000343,USR0040,start_session,2026-01-08 09:59:35,Android,France
EVT000344,USR0045,login,2026-01-08 10:06:25,iOS,Germany
EVT000345,USR0045,start_session,2026-01-08 10:08:25,iOS,Germany
EVT000346,USR0040,complete_session,2026-01-08 10:16:35,Android,France
EVT000347,USR0039,login,2026-01-08 10:21:38,Android,Turkey
EVT000348,USR0039,start_session,2026-01-08 10:26:38,Android,Turkey
EVT000349,USR0045,complete_session,2026-01-08 10:34:25,iOS,Germany
EVT000350,USR0039,complete_session,2026-01-08 11:25:38,Android,Turkey
EVT000351,USR0031,login,2026-01-08 12:26:15,Android,Germany
EVT000352,USR0031,start_session,2026-01-08 12:36:15,Android,Germany
EVT000353,USR0016,login,2026-01-08 12:41:53,iOS,Turkey
EVT000354,USR0016,start_session,2026-01-08 12:45:53,iOS,Turkey
EVT000355,USR0044,signup,2026-01-08 12:48:01,iOS,Germany
EVT000356,USR0023,login,2026-01-08 13:08:21,Android,Turkey
EVT000357,USR0023,start_session,2026-01-08 13:10:21,Android,Turkey
EVT000358,USR0016,complete_session,2026-01-08 13:36:53,iOS,Turkey
EVT000359,USR0023,complete_session,2026-01-08 14:02:21,Android,Turkey
EVT000360,USR0015,login,2026-01-08 14:11:33,Android,Turkey
EVT000361,USR0037,login,2026-01-08 14:19:12,iOS,France
EVT000362,USR0015,start_session,2026-01-08 14:20:33,Android,Turkey
EVT000363,USR0043,signup,2026-01-08 14:22:40,iOS,United Kingdom
EVT000364,USR0037,start_session,2026-01-08 14:23:12,iOS,France
EVT000365,USR0011,login,2026-01-08 14:31:24,iOS,France
EVT000366,USR0011,start_session,2026-01-08 14:39:24,iOS,France
EVT000367,USR0024,login,2026-01-08 14:53:12,Android,France
EVT000368,USR0020,login,2026-01-08 14:56:35,iOS,Germany
EVT000369,USR0011,complete_session,2026-01-08 14:58:24,iOS,France
EVT000370,USR0020,start_session,2026-01-08 15:07:35,iOS,Germany
EVT000371,USR0015,complete_session,2026-01-08 15:09:33,Android,Turkey
EVT000372,USR0020,complete_session,2026-01-08 15:35:35,iOS,Germany
EVT000373,USR0004,login,2026-01-08 15:52:00,iOS,United Kingdom
EVT000374,USR0004,start_session,2026-01-08 15:57:00,iOS,United Kingdom
EVT000375,USR0032,login,2026-01-08 16:32:34,Android,Turkey
EVT000376,USR0032,start_session,2026-01-08 16:39:34,Android,Turkey
EVT000377,USR0043,login,2026-01-08 16:52:58,iOS,United Kingdom
EVT000378,USR0032,complete_session,2026-01-08 17:20:34,Android,Turkey
EVT000379,USR0033,login,2026-01-08 17:48:50,iOS,Germany
EVT000380,USR0033,start_session,2026-01-08 17:49:50,iOS,Germany
EVT000381,USR0003,login,2026-01-08 18:10:38,iOS,France
EVT000382,USR0041,login,2026-01-08 18:13:24,Android,Turkey
EVT000383,USR0003,start_session,2026-01-08 18:22:38,iOS,France
EVT000384,USR0012,login,2026-01-08 18:25:32,iOS,United Kingdom
EVT000385,USR0012,start_session,2026-01-08 18:30:32,iOS,United Kingdom
EVT000386,USR0042,signup,2026-01-08 18:34:12,Android,Germany
EVT000387,USR0012,complete_session,2026-01-08 18:56:32,iOS,United Kingdom
EVT000388,USR0045,signup,2026-01-08 19:58:34,iOS,Germany
EVT000389,USR0004,login,2026-01-08 20:21:59,iOS,United Kingdom
